user	clicked_news	candidate_news	clicked
628	N53796 N88258 N44955 N117681 N104081 N87211 N94510 N91458 N16078 N113547 N113273 N48412 N80545 N52182 N3616 N37069 N130269 N72571 N72505 N127780 N58992 N45706 N58732 N29153 N107876 N738 N69442 N102876 N102876 N102876 N80126 N4289 N62360 N98403 N18399 N115359 N35800 N104029 N110870 N112901 N59090 N118005 N9799 N53706 N117074 N107264 N93987 N39650 N96713 N104277 N18515 N84799 N97387 N54393 N41683 N15007 N71643 N88787 N73895 N73228 N67051 N61321 N33851 N10187 N74205 N96108 N64141 N58200 N77135 N46892 N89509 N18904 N90966 N71092 N40765 N112731 N66700 N76785 N1960 N103432 N123548 N67533 N114787 N81058 N8904 N116736 N75342 N41709 N101759 N1490 N95066 N101083 N42592 N76810 N116904	N95605 N98657 N111550 N103397 N65783	1 0 0 0 0
78	N12326 N65119 N9375 N32450 N71082 N124922 N101377 N124243 N117275 N60552 N53214 N108284 N48457 N19937 N107135 N93328 N120951 N39641 N104347 N28921 N33446 N11849 N67446 N95394 N51724 N83253 N32773 N34505 N102743 N127040 N71068 N1296 N1388 N111503 N84796 N74391 N29910 N36826 N31912 N44660 N93049 N121025 N71665 N24786 N99204 N62463 N81449 N82919 N11266 N7553 N70516 N129624 N104737 N64490 N72976 N107516 N3285 N71977 N114571 N11841 N103327 N37772 N31079 N85063 N116989 N12288 N110532 N16620 N126955 N51229 N104498 N3973 N18720 N58200 N103116 N22259 N6042 N51266 N94706 N120561 N126742 N1886 N33215 N127754 N91968 N70022 N5668 N1713 N20901 N7046 N45599 N33153 N120031 N127806 N114787 N30845 N82055 N48608 N48501 N104437	N7041 N85504 N65783 N32209 N31855	1 0 0 0 0
628	N53796 N88258 N44955 N117681 N104081 N87211 N94510 N91458 N16078 N113547 N113273 N48412 N80545 N52182 N3616 N37069 N130269 N72571 N72505 N127780 N58992 N45706 N58732 N29153 N107876 N738 N69442 N102876 N102876 N102876 N80126 N4289 N62360 N98403 N18399 N115359 N35800 N104029 N110870 N112901 N59090 N118005 N9799 N53706 N117074 N107264 N93987 N39650 N96713 N104277 N18515 N84799 N97387 N54393 N41683 N15007 N71643 N88787 N73895 N73228 N67051 N61321 N33851 N10187 N74205 N96108 N64141 N58200 N77135 N46892 N89509 N18904 N90966 N71092 N40765 N112731 N66700 N76785 N1960 N103432 N123548 N67533 N114787 N81058 N8904 N116736 N75342 N41709 N101759 N1490 N95066 N101083 N42592 N76810 N116904	N71726 N27703 N31766 N9835 N81218	1 0 0 0 0
1004	N122359 N32173 N125741 N32173 N68363 N42280 N16894 N10901 N18975 N128643 N9740 N48295 N72485 N105990 N120751 N89872 N44728 N112324 N112324 N52372 N14514 N46069 N39147 N115828 N14514 N62401 N63295 N63212 N8980 N85265 N102417 N98847 N64971 N64518 N64518 N97943 N10744 N123673 N40166 N122151 N50729 N71643 N11631 N72118 N19175 N66294 N7156 N116989 N70436 N16620 N100670 N5875 N41702 N66851 N16620 N66851 N18904 N111291 N107322 N81058 N128688 N34516 N86409 N82866 N43955	N18956 N111550 N65783 N76810 N2198	1 0 0 0 0
1240	N41484 N107944 N87211 N111826 N89171 N62936 N62205 N101263 N115066 N90718 N115066 N41544 N23546 N88290 N8966 N36246 N50961 N41143 N86314 N53105 N108284 N44759 N104904 N13604 N71728 N123588 N129651 N39592 N107401 N2242 N117719 N26232 N54176 N63818 N51893 N9892 N51258 N76110 N93049 N76083 N79071 N25197 N26773 N113597 N105840 N43778 N42707 N62036 N34479 N62036 N36397 N16582 N92079 N62529 N48804 N76110 N71068 N71935 N73963 N61712 N82233 N12614 N17225 N36782 N11266 N47877 N70516 N59327 N118005 N66247 N62704 N96533 N54360 N87658 N53933 N117074 N1742 N58653 N94492 N123427 N6846 N62908 N9335 N85685 N25750 N11076 N19432 N25082 N43872 N120926 N19175 N93066 N12070 N47119 N93270 N78130 N9564 N4066 N18639 N39160 N29457 N41702 N34301 N92073 N6107 N74138 N1886 N72708 N118326 N118075 N10742 N10490 N90472 N2539 N76350 N77225 N78570 N80251 N120196 N39414 N412 N94180 N60544 N79081 N95066 N87913 N81283 N97815 N59280	N130174 N76810 N27703 N104610 N79081	1 0 0 0 0
924	N41484 N71340 N29595 N71202 N98596 N47233 N65119 N10871 N56610 N72571 N43885 N127916 N58992 N78998 N19195 N39939 N3540 N129987 N75806 N25463 N115565 N88892 N81080 N8088 N115704 N112624 N84061 N84120 N47269 N36573 N119778 N10342 N129881 N5674 N44781 N97971 N66666 N82919 N101271 N59090 N77216 N118005 N896 N11077 N127726 N93575 N73169 N55867 N74586 N76694 N71977 N88075 N41326 N91597 N72868 N74014 N61321 N4066 N127449 N85100 N86124 N101312 N94903 N46818 N36110	N25492 N18956 N76810 N79990 N65783	1 0 0 0 0
1629	N64327 N125021 N454 N52911 N119800 N51724 N3565 N35800 N59073 N127336 N37061 N104737 N72105 N48449 N83356 N58200 N18720 N1886 N124482 N1713 N117401 N24115 N22660	N104437 N79081 N28468 N76810 N31855	1 0 0 0 0
952	N32173 N8668 N13553 N128643 N8085 N113476 N9740 N119171 N30243 N87446 N58990 N31043 N63078 N100663 N13869 N121104 N35921 N120643	N127375 N31323 N71726 N28468 N117508	1 0 0 0 0
923	N71586 N74456 N20311 N50108 N57872 N92733 N13582 N14696 N113547 N72174 N30898 N63078 N1128 N765 N1788 N90718 N98238 N15471 N127773 N91607 N6195 N31140 N1396 N93328 N125282 N29618 N11663 N12255 N11663 N1220 N94655 N7796 N51893 N62529 N26773 N101271 N24344 N62159 N1596 N1596 N96713 N72640 N55558 N110158 N114873 N100670 N14887 N41702 N54937 N100153 N54937 N9823 N18720 N68097 N1886 N61869 N62392 N100519 N1713 N60544 N20102 N102443 N4858 N63938 N95066 N38254	N18956 N118589 N111550 N65783 N103397	1 0 0 0 0
761	N117873 N40246 N91 N9375 N14240 N110836 N124694 N38627 N128483 N81283	N103397 N32209 N118589 N2198 N59303	1 0 0 0 0
342	N107095 N112765 N4857 N48971 N36583 N18389 N121794 N112909 N83597 N59111 N83143 N7391 N30276 N93049 N80942 N101271 N37775 N74643 N66666 N53933 N110158 N26573 N71643 N11631 N30152 N102152 N79703 N85652 N121418 N12024 N110532 N67911 N26986 N17297 N26573 N100196 N129505 N9651 N12247 N111933 N48710 N1886 N72708 N116812 N90999 N108115 N50240 N101119 N86120 N31754 N17547 N130031	N18956 N59303 N32209 N111550 N65783	1 0 0 0 0
551	N47427 N98529 N17645 N14035 N59645 N88893 N11643 N116989 N90456 N84423 N84423	N119637 N18956 N100197 N92463 N101084	1 0 0 0 0
881	N16115 N60165 N26374 N71068 N4256 N78408 N53897 N72212 N127145 N20441 N61802 N43154 N83823 N86715 N99204 N93006 N120616 N36160 N12614 N84662 N103570 N53418 N55333 N103473 N112787 N63717 N99157 N9690 N9690 N31649 N64769 N43402 N23264 N63717 N104477 N61474 N10682 N45298 N29574 N36590 N113858 N73845 N21855 N51575 N105097 N116442 N116442 N113907 N29340 N53766 N54553 N93066 N77237 N63281 N23666 N21855 N52569 N90645 N124339 N101984 N20749 N122808 N122808 N122054 N88592 N39270 N10085 N100519 N14904 N117365 N78150 N114787 N7393 N76306 N129284 N19543	N86149 N85958 N59303 N14848 N2198	1 0 0 0 0
1804	N130269 N119719 N29604 N2141 N48149 N117486 N47193 N118500 N127916 N115828 N28570 N62952 N78998 N124119 N74322 N29806 N63596 N35599 N127911 N35028 N101591 N84662 N21009 N10717 N24090 N40112 N129378 N81614 N10139 N103347 N91254 N109333 N127225 N49848 N128550 N73478 N27004 N13970 N127644 N78408 N46284 N1940 N125391 N7673 N7673 N94872 N122814 N90947 N81256 N7673 N55616 N63818 N17355 N78144 N102399 N30189 N58565 N101190 N102916 N61802 N78408 N57583 N10477 N97971 N100334 N29466 N81363 N58915 N16423 N81363 N2496 N63717 N118764 N12875 N96713 N85059 N114928 N93987 N37061 N55558 N13986 N108801 N9191 N45360 N122668 N41326 N12350 N67698 N19058 N104074 N12350 N91788 N88348 N98980 N75895 N71511 N63717 N23929 N98980 N54734 N68045 N81445 N24355 N50891 N51208 N3533 N123484 N63476 N61068 N67533 N43009 N41709 N124056 N129284 N120643 N18681 N34572 N118061 N96542 N849 N20114	N26404 N5807 N37105 N46367 N36428	1 0 0 0 0
1438	N37266 N79304 N97757 N67489 N102339 N35411 N63032 N67489 N63032 N88258 N38098 N3960 N118733 N95178 N49828 N88765 N56620 N57964 N24811 N8541 N111913 N105139 N76561 N84063 N51394 N63472 N47238 N120060 N69362 N33154 N72174 N62924 N67777 N77155 N30249 N59633 N77869 N62936 N14989 N26115 N129790 N107954 N83402 N106943 N31493 N81732 N81732 N116968 N78057 N27685 N78799 N121867 N33476 N44656 N127920 N72802 N6535 N5354 N117682 N34684 N76171 N97089 N67055 N113086 N101377 N89095 N2141 N15471 N77271 N72571 N16151 N108742 N88981 N93363 N66860 N90686 N117680 N37650 N29941 N6195 N76970 N6195 N44759 N86235 N15155 N127911 N37206 N52736 N81937 N35005 N106708 N121794 N39835 N1396 N114735 N6589 N126834 N121191 N1396 N104997 N35249 N82099 N77370 N32220 N3290 N32925 N30405 N63295 N117948 N119757 N3290 N28921 N10869 N19684 N40112 N34016 N107151 N105205 N120773 N115701 N110836 N89892 N89892 N89892 N13604 N120859 N53215 N71728 N120859 N113050 N77079 N43511 N125141 N40624 N69792 N127644 N10097 N31424 N48167 N40037 N43527 N94655 N67133 N53923 N50012 N36826 N114926 N51893 N38797 N50614 N44660 N51893 N128648 N39395 N79285 N116438 N65019 N48890 N23898 N73616 N94004 N46994 N82158 N108752 N126607 N34366 N83929 N60243 N100091 N46123 N97943 N2965 N36585 N16070 N36585 N6666 N62480 N119660 N122561 N87142 N57583 N25465 N61120 N63174 N91785 N102399 N102635 N71227 N31325 N67133 N73306 N45124 N102399 N45124 N37706 N129881 N7346 N46116 N32031 N29466 N130068 N57583 N74643 N112907 N122570 N78408 N68431 N121125 N9892 N123951 N63174 N55064 N79986 N64012 N114848 N118005 N21312 N118005 N112740 N25166 N43418 N27881 N127452 N79283 N63174 N77216 N115073 N89408 N110560 N97161 N65494 N74704 N77734 N10996 N111585 N124194 N65876 N120268 N94492 N83548 N5039 N82468 N16356 N113556 N19325 N113858 N71977 N76694 N113858 N112003 N7229 N52044 N51137 N107516 N86394 N28645 N56992 N25082 N294 N118081 N42284 N73845 N92048 N97387 N126112 N85544 N14631 N24129 N92048 N74324 N25388 N119983 N95116 N100670 N112205 N82045 N14887 N114752 N84730 N94244 N60812 N121418 N96539 N85924 N29648 N107191 N83548 N82045 N26986 N29430 N48111 N29462 N29462 N22773 N93334 N33735 N116617 N50428 N59033 N51701 N15491 N22543 N24355 N1713 N98691 N22633 N21122 N72712 N8255 N108810 N112687 N80421 N31494 N43009 N31494 N108518 N108518 N108518 N60510 N59344 N60510 N39359 N2670 N75342 N119536 N94112 N127001 N15174 N118061 N8006 N41106 N38254 N76810 N109238 N78377 N31055 N37509 N79081 N121878 N105971 N84980	N12388 N75842 N76042 N104610 N85958	1 0 0 0 0
1804	N130269 N119719 N29604 N2141 N48149 N117486 N47193 N118500 N127916 N115828 N28570 N62952 N78998 N124119 N74322 N29806 N63596 N35599 N127911 N35028 N101591 N84662 N21009 N10717 N24090 N40112 N129378 N81614 N10139 N103347 N91254 N109333 N127225 N49848 N128550 N73478 N27004 N13970 N127644 N78408 N46284 N1940 N125391 N7673 N7673 N94872 N122814 N90947 N81256 N7673 N55616 N63818 N17355 N78144 N102399 N30189 N58565 N101190 N102916 N61802 N78408 N57583 N10477 N97971 N100334 N29466 N81363 N58915 N16423 N81363 N2496 N63717 N118764 N12875 N96713 N85059 N114928 N93987 N37061 N55558 N13986 N108801 N9191 N45360 N122668 N41326 N12350 N67698 N19058 N104074 N12350 N91788 N88348 N98980 N75895 N71511 N63717 N23929 N98980 N54734 N68045 N81445 N24355 N50891 N51208 N3533 N123484 N63476 N61068 N67533 N43009 N41709 N124056 N129284 N120643 N18681 N34572 N118061 N96542 N849 N20114	N30791 N38820 N103397 N109749 N119284	1 0 0 0 0
345	N90736 N51724 N74865 N49262 N43130 N4256 N113705 N76292 N107401 N94668 N30276 N60132 N125444 N31325 N48804 N84120 N36397 N35099 N85544 N73306 N71665 N104029 N35099 N84406 N64858 N66350 N129836 N123951 N81449 N63174 N59491 N79909 N23264 N94492 N68436 N96713 N48946 N72976 N5379 N93066 N19175 N110532 N45124 N121820 N22589 N7823 N41702 N49962 N61609 N24851 N110258 N68216 N59344 N17547	N118589 N85958 N32209 N111550 N6865	1 0 0 0 0
1684	N30249 N13647 N127175 N124051 N77283 N32067 N1396 N80788 N121884 N89872 N67770 N67397 N62304 N90686 N113471 N33446 N34684 N66574 N7499 N119177 N33191 N45225 N74441 N119800 N23117 N116068 N71728 N6799 N105205 N129651 N57353 N32534 N45124 N109736 N97753 N117662 N79285 N18399 N20631 N79724 N46656 N45124 N120616 N29466 N71935 N3113 N96533 N45124 N35108 N117295 N121704 N106403 N17537 N81373 N14504 N73169 N45124 N11841 N117891 N45124 N47862 N65124 N48946 N24280 N11643 N70533 N128141 N74723 N22904 N3529 N48114 N123574 N45124 N97552 N35012 N52155 N28461 N77135 N119731 N3472 N111281 N95066 N110258 N57778 N45124	N92232 N103105 N85958 N120612 N79990	1 0 0 0 0
342	N107095 N112765 N4857 N48971 N36583 N18389 N121794 N112909 N83597 N59111 N83143 N7391 N30276 N93049 N80942 N101271 N37775 N74643 N66666 N53933 N110158 N26573 N71643 N11631 N30152 N102152 N79703 N85652 N121418 N12024 N110532 N67911 N26986 N17297 N26573 N100196 N129505 N9651 N12247 N111933 N48710 N1886 N72708 N116812 N90999 N108115 N50240 N101119 N86120 N31754 N17547 N130031	N18956 N2198 N85958 N59303 N6865	1 0 0 0 0
1784	N690 N99797 N10012 N50653 N126027 N129818 N32253 N84245 N72133 N84245 N51359 N110258 N99521 N14316 N81283 N34345	N35189 N130057 N68083 N92613 N14848	1 0 0 0 0
1360	N123104 N15819 N35797 N10263 N26421 N89611 N12580 N22328 N87143 N127659 N6229 N73122 N69913 N38217 N32221 N51724 N117724 N119708 N43428 N49839 N81256 N80126 N18601 N102701 N126296 N96616 N96968 N72179 N39209 N93006 N54416 N36593 N86208 N50441 N82164 N93725 N127225 N71252 N54360 N58653 N47658 N54393 N88104 N70655 N51082 N118259 N24446 N41702 N104498 N76141 N64141 N58200 N68097 N99797 N100519 N73199 N85103 N81105 N67174 N58011 N91923 N55764 N19698 N61609 N110982 N113579 N43440 N90513 N39569 N84423 N109512	N10470 N115958 N125764 N84923 N118589	1 0 0 0 0
482	N27258 N14678 N60061 N53796 N27258 N128643 N62936 N53953 N129855 N49079 N94513 N127132 N60909 N80545 N22150 N67420 N127337 N15471 N454 N72571 N75484 N115743 N29446 N114852 N38167 N31638 N80823 N104319 N43205 N102417 N102417 N85265 N3290 N51724 N119800 N30276 N6923 N45124 N79089 N35440 N84406 N73963 N61712 N34147 N76043 N1596 N11878 N21250 N11841 N39135 N88330 N100670 N8966 N9449 N91597 N71912 N48926 N108312 N128483 N17297 N68651 N117119 N127449 N49295 N1014 N5326 N73137 N86000 N97212 N58220 N110183 N115500 N14551 N47797 N60544 N123636 N53233 N120196 N90999 N82055 N4858 N39925	N18956 N6865 N103397 N62595 N85958	1 0 0 0 0
1312	N123633 N126063 N100063 N75220 N76306 N10490 N123548	N65783 N14848 N6865 N85958 N103397	1 0 0 0 0
1518	N88765 N27258 N14639 N54533 N26421 N20311 N45202 N26586 N94639 N824 N62401 N51302 N1396 N105154 N83529 N88892 N93049 N18787 N24476 N73963 N12614 N79986 N45124 N40009 N14551 N107014 N56221 N28468 N51695	N65783 N76810 N118589 N18956 N85958	1 0 0 0 0
1949	N111873 N65154 N97784 N69849 N86395 N68112 N72029 N58522 N78570 N85615 N9796 N38254 N84371	N77421 N52708 N36527 N116904 N117951	1 0 0 0 0
413	N54656 N112324 N29446 N58477 N63212 N16426 N44431 N95420 N80126 N115359 N86208 N106403 N61321 N66044	N76810 N118589 N18956 N103397 N85958	1 0 0 0 0
85	N26652 N58536 N41484 N7154 N53796 N125223 N50914 N57676 N8642 N18195 N123633 N61319 N42703 N119593 N98156 N128965 N85484 N61504 N105582 N92769 N28881 N108621 N33446 N48453 N92144 N94639 N35328 N66861 N72571 N48238 N104607 N107151 N42209 N73122 N98923 N63379 N119800 N86320 N10717 N121168 N738 N105423 N104779 N35406 N102743 N60001 N71068 N86141 N7673 N80126 N40228 N2927 N15899 N18399 N97753 N40688 N118617 N63818 N113192 N50645 N58843 N92439 N51182 N66666 N86208 N96533 N114459 N9690 N21312 N7234 N117654 N23264 N94541 N46113 N45124 N45694 N112642 N119126 N72976 N64490 N28765 N124102 N64509 N85203 N91597 N102095 N102095 N61321 N114767 N58200 N115232 N1886 N129439 N74971 N62758 N114532 N40765 N58220 N87202 N50653 N126027 N121652 N114787 N59836 N10012 N108832 N27431 N54034 N34516 N21416 N27828 N95066 N51166 N73902	N18956 N32209 N14848 N118589 N6865	1 0 0 0 0
164	N10243 N41484 N3960 N65250 N12959 N58692 N71586 N90185 N26421 N78799 N31043 N82282 N85056 N94639 N3318 N65391 N23126 N86320 N738 N81982 N101340 N98680 N89484 N66757 N25197 N31109 N44671 N9892 N101851 N108467 N44036 N29466 N54360 N21250 N72976 N59447 N124326 N19175 N82045 N16202 N108312 N128483 N17297 N94632 N64492 N91171 N52435 N64035 N7041 N123455	N103397 N65783 N85958 N32209 N6865	1 0 0 0 0
436	N61984 N9825 N33881 N85528 N7998 N106049 N59910 N73573 N76306 N67986 N116330 N82099 N36826 N62190 N100570 N72563 N63537 N126665 N19351 N45141 N85691 N103116 N93340 N39785 N43226 N113638 N69811 N40265 N87264 N100670 N33215 N86388 N13921 N31530 N87755 N95429 N36426 N44417 N37395 N60968 N91917 N54174 N118329 N17812 N111396 N70114 N46729 N87755 N62911	N66362 N129522 N47589 N24972 N68795	1 0 0 0 0
770	N7487 N88765 N1396 N13337 N90743 N112192 N116312 N69106 N48295 N113326 N48971 N20311 N128643 N9740 N79455 N92279 N85722 N106854 N62401 N51724 N71728 N3435 N3565 N39882 N49262 N82348 N1940 N16349 N109225 N15899 N79214 N54176 N56855 N95683 N93049 N60132 N13075 N77566 N68431 N50377 N19113 N84406 N82919 N37889 N60457 N71922 N118005 N30267 N112333 N117074 N58653 N95133 N113678 N124102 N90561 N68481 N72218 N86394 N115841 N99971 N70655 N63174 N54393 N71643 N91793 N100670 N91597 N123864 N126663 N114767 N92583 N83623 N3973 N53109 N100978 N38865 N76141 N122427 N18904 N52964 N81364 N126027 N104200 N45068 N103150 N117401 N412 N110982 N95500 N114787 N107322 N34516 N4858 N84923 N125628 N67369 N48501 N79277 N50831 N104437 N104437	N28468 N59303 N106344 N6865 N119284	1 0 0 0 0
968	N38098 N12959 N9740 N90718 N72432 N49511 N58992 N52911 N39375 N121168 N64210 N126673 N84961 N84961 N94655 N58843 N78180 N58992 N94717 N9690 N2620 N110158 N19325 N72822 N13597 N105097 N128483 N128483 N92008 N94576 N98574 N1886 N88466 N94839	N127113 N107695 N56359 N69591 N125764	1 0 0 0 0
1224	N26663 N94295 N454 N80709 N25077 N22748 N37444 N123480 N50645 N104927 N62480 N72179 N24632 N73963 N53719 N80027 N100033 N1596 N105366 N62704 N59360 N54638 N27736 N54638 N121592 N71952 N110158 N114571 N121901 N64509 N100670 N73228 N58200 N126742 N93397 N103085 N126027 N8223 N46354 N82321 N100161 N4858	N6865 N111550 N103397 N65783 N62595	1 0 0 0 0
972	N88053 N13946 N4833 N65736 N94953 N26606 N85484 N123290 N128965 N100847 N89477 N28734 N122171 N68563 N29446 N121222 N3290 N34001 N52842 N92079 N6238 N51431 N104737 N71977 N110201 N74324 N118806 N95249 N76018 N98714 N120949 N4045 N35458 N85594 N50653 N85166 N76810	N62595 N103397 N6865 N79990 N46367	1 0 0 0 0
